component	msgctxt	msgid	draft_msgstr	hard_terms
postgres		Views containing DISTINCT are not automatically updatable.	[REVIEW: untranslated] Views containing DISTINCT are not automatically updatable.	
postgres		Views containing GROUP BY are not automatically updatable.	[REVIEW: untranslated] Views containing GROUP BY are not automatically updatable.	
postgres		Views containing HAVING are not automatically updatable.	[REVIEW: untranslated] Views containing HAVING are not automatically updatable.	
postgres		Views containing UNION, INTERSECT, or EXCEPT are not automatically updatable.	[REVIEW: untranslated] Views containing UNION, INTERSECT, or EXCEPT are not automatically updatable.	
postgres		Views containing WITH are not automatically updatable.	[REVIEW: untranslated] Views containing WITH are not automatically updatable.	
postgres		Views containing LIMIT or OFFSET are not automatically updatable.	[REVIEW: untranslated] Views containing LIMIT or OFFSET are not automatically updatable.	
postgres		Views that return aggregate functions are not automatically updatable.	[REVIEW: untranslated] Views that return aggregate functions are not automatically updatable.	
postgres		Views that return window functions are not automatically updatable.	[REVIEW: untranslated] Views that return window functions are not automatically updatable.	
postgres		Views that return set-returning functions are not automatically updatable.	[REVIEW: untranslated] Views that return set-returning functions are not automatically updatable.	
postgres		Views that do not select from a single table or view are not automatically updatable.	[REVIEW: untranslated] Views that do not select from a single table or view are not automatically updatable.	
postgres		Views containing TABLESAMPLE are not automatically updatable.	[REVIEW: untranslated] Views containing TABLESAMPLE are not automatically updatable.	
postgres		Views that have no updatable columns are not automatically updatable.	[REVIEW: untranslated] Views that have no updatable columns are not automatically updatable.	
postgres		To enable inserting into the view, provide an INSTEAD OF INSERT trigger or an unconditional ON INSERT DO INSTEAD rule.	[REVIEW: untranslated] To enable inserting into the view, provide an INSTEAD OF INSERT trigger or an unconditional ON INSERT DO INSTEAD rule.	
postgres		To enable updating the view, provide an INSTEAD OF UPDATE trigger or an unconditional ON UPDATE DO INSTEAD rule.	[REVIEW: untranslated] To enable updating the view, provide an INSTEAD OF UPDATE trigger or an unconditional ON UPDATE DO INSTEAD rule.	
postgres		To enable deleting from the view, provide an INSTEAD OF DELETE trigger or an unconditional ON DELETE DO INSTEAD rule.	[REVIEW: untranslated] To enable deleting from the view, provide an INSTEAD OF DELETE trigger or an unconditional ON DELETE DO INSTEAD rule.	
postgres		To enable inserting into the view using MERGE, provide an INSTEAD OF INSERT trigger.	[REVIEW: untranslated] To enable inserting into the view using MERGE, provide an INSTEAD OF INSERT trigger.	
postgres		To enable updating the view using MERGE, provide an INSTEAD OF UPDATE trigger.	[REVIEW: untranslated] To enable updating the view using MERGE, provide an INSTEAD OF UPDATE trigger.	
postgres		To enable deleting from the view using MERGE, provide an INSTEAD OF DELETE trigger.	[REVIEW: untranslated] To enable deleting from the view using MERGE, provide an INSTEAD OF DELETE trigger.	
postgres		MERGE is not supported for views with INSTEAD OF triggers for some actions but not all.	[REVIEW: untranslated] MERGE is not supported for views with INSTEAD OF triggers for some actions but not all.	
postgres		To enable merging into the view, either provide a full set of INSTEAD OF triggers or drop the existing INSTEAD OF triggers.	[REVIEW: untranslated] To enable merging into the view, either provide a full set of INSTEAD OF triggers or drop the existing INSTEAD OF triggers.	
postgres		DO INSTEAD NOTIFY rules are not supported for data-modifying statements in WITH	[REVIEW: statement; untranslated] DO INSTEAD NOTIFY rules are not supported for data-modifying statements in WITH	statement
postgres		DO INSTEAD NOTHING rules are not supported for data-modifying statements in WITH	[REVIEW: statement; untranslated] DO INSTEAD NOTHING rules are not supported for data-modifying statements in WITH	statement
postgres		conditional DO INSTEAD rules are not supported for data-modifying statements in WITH	[REVIEW: statement; untranslated] conditional DO INSTEAD rules are not supported for data-modifying statements in WITH	statement
postgres		DO ALSO rules are not supported for data-modifying statements in WITH	[REVIEW: statement; untranslated] DO ALSO rules are not supported for data-modifying statements in WITH	statement
postgres		multi-statement DO INSTEAD rules are not supported for data-modifying statements in WITH	[REVIEW: statement; untranslated] multi-statement DO INSTEAD rules are not supported for data-modifying statements in WITH	statement
postgres		Views with conditional DO INSTEAD rules are not automatically updatable.	[REVIEW: untranslated] Views with conditional DO INSTEAD rules are not automatically updatable.	
postgres		"cannot perform INSERT RETURNING on relation ""%s"""	"[REVIEW: relation] गर्न सकिँदैन perform INSERT RETURNING on relation ""%s"""	relation
postgres		You need an unconditional ON INSERT DO INSTEAD rule with a RETURNING clause.	[REVIEW: untranslated] You need an unconditional ON INSERT DO INSTEAD rule with a RETURNING clause.	
postgres		"cannot perform UPDATE RETURNING on relation ""%s"""	"[REVIEW: relation] गर्न सकिँदैन perform UPDATE RETURNING on relation ""%s"""	relation
postgres		You need an unconditional ON UPDATE DO INSTEAD rule with a RETURNING clause.	[REVIEW: untranslated] You need an unconditional ON UPDATE DO INSTEAD rule with a RETURNING clause.	
postgres		"cannot perform DELETE RETURNING on relation ""%s"""	"[REVIEW: relation] गर्न सकिँदैन perform DELETE RETURNING on relation ""%s"""	relation
postgres		You need an unconditional ON DELETE DO INSTEAD rule with a RETURNING clause.	[REVIEW: untranslated] You need an unconditional ON DELETE DO INSTEAD rule with a RETURNING clause.	
postgres		INSERT with ON CONFLICT clause cannot be used with table that has INSERT or UPDATE rules	[REVIEW: sentence] INSERT with ON CONFLICT clause गर्न सकिँदैन be used with table that has INSERT or UPDATE rules	
postgres		WITH cannot be used in a query that is rewritten by rules into multiple queries	[REVIEW: query; sentence] WITH गर्न सकिँदैन be used in a query that is rewritten by rules into multiple queries	query
postgres		conditional utility statements are not implemented	[REVIEW: statement; untranslated] conditional utility statements are not implemented	statement
postgres		WHERE CURRENT OF on a view is not implemented	[REVIEW: untranslated] WHERE CURRENT OF on a view is not implemented	
postgres		NEW variables in ON UPDATE rules cannot reference columns that are part of a multiple assignment in the subject UPDATE command	[REVIEW: sentence] NEW variables in ON UPDATE rules गर्न सकिँदैन reference columns that are part of a multiple assignment in the subject UPDATE command	
